VARIABLES = "X" "Pressure" "Temperature" "Density" "Velocity" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "H2O2" "C" "CH" "CH2" "CH2(S)" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH2OH" "CH3O" "CH3OH" "C2H" "C2H2" "C2H3" "C2H4" "C2H5" "C2H6" "HCCO" "CH2CO" "HCCOH" "N2" "AR" 
0.0 186922.99312644577 1841.9699321078267 0.3256314958070123 270.4995714704797 0.0 0.0 0.0 0.7995602143954822 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20043978560451778 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.3067245069036386e-07 186922.9984840761 1841.9695047127234 0.3256315690287018 270.4995106458008 5.1273375722214596e-11 1.315727136368634e-09 1.962906391867308e-10 0.7995601680013897 2.1150871964887433e-10 4.6896972217949475e-12 4.743197638692771e-08 8.228206053375372e-12 1.1509691915170314e-42 2.6320833207746537e-24 6.319427513850095e-17 3.357701416255085e-17 4.219397449046103e-08 0.20043974057818362 1.7392482759738808e-17 8.578623899429855e-25 2.415479498673004e-17 1.8248284498453075e-12 1.8209244445356148e-19 4.924418399331171e-12 8.549886695539177e-15 6.995004750797053e-36 7.604022615745953e-26 2.7075176613636888e-27 1.9907828543361259e-19 3.115508886879033e-17 5.832778771019818e-17 8.617486154129526e-36 6.338680522088079e-31 1.4333318066741094e-37 0.0 0.0
4.6134485073103003e-07 186923.0038471847 1841.9690769552553 0.32563164232529435 270.4994497589279 1.6015079263208363e-10 2.5884983919440795e-09 6.080533078702636e-10 0.7995601211495285 6.609024890730572e-10 2.0075806503386008e-11 9.48598153229214e-08 2.5938943877047325e-11 6.069325000002819e-31 1.9864107777855124e-23 2.0598082517691127e-16 1.6820807289511607e-16 8.483602431423017e-08 0.20043969506961962 1.0570367233568863e-16 6.243434020129944e-24 1.0666923549094663e-16 6.08441859560024e-12 1.3375876885513492e-18 1.5270606558231596e-11 3.639869696094458e-14 1.052036917587674e-34 5.705679695449095e-25 2.333301779520264e-26 1.2635897587670725e-18 1.6172719498830817e-16 3.032282603400035e-16 2.275972055577901e-34 8.70431904113515e-30 3.5700464166900006e-36 0.0 0.0
2.768064366763764e-06 186923.05776806548 1841.9647801356577 0.325632379254656 270.49883759932845 5.1625461391890395e-09 1.2400570694007537e-08 1.652708578152153e-08 0.7995596211874881 2.0913589647769296e-08 4.681248333172287e-09 5.687886401428409e-07 1.0117079438923302e-09 1.8579235490606865e-27 1.389634884163014e-20 1.1581105178522706e-14 2.2429467053169058e-14 5.4757827945643e-07 0.2004392008332749 1.2621548540279085e-13 6.788614691319415e-20 3.9993491948516764e-14 4.651118172857289e-10 1.3602673411366531e-15 4.4234037144232344e-10 7.762942881807707e-12 5.700920259489657e-29 1.2201939011294241e-20 8.48493657212355e-22 3.1887882011288937e-15 4.98568887032977e-14 9.890397180583703e-14 8.288868262370064e-28 4.951789820802988e-25 2.0197559025959417e-29 0.0 0.0
5.074778763965768e-06 186923.11185343302 1841.960472290339 0.32563311843531595 270.4982235723823 1.3602702140192132e-08 1.9654548811554682e-08 4.018665466774353e-08 0.7995590932173978 5.4107356165921046e-08 1.7406276767376942e-08 1.0423183170965804e-06 2.889150460936503e-09 7.340514135548178e-26 9.385608118545666e-20 4.1961799192420154e-14 9.29092671828373e-14 1.048181903963229e-06 0.20043866571521687 6.675067414895361e-13 4.706341369713208e-19 1.672187216327885e-13 1.5629290109316037e-09 7.570379295797445e-15 1.1272832636400191e-09 2.8557425287435246e-11 9.371026914328151e-28 8.586206363345876e-20 8.45014860273605e-21 1.8731272689223804e-14 2.3543757393189866e-13 4.741707482217723e-13 1.7153914990606904e-26 6.479018046865781e-24 4.292637897366436e-28 0.0 0.0
1.2232649490582395e-05 186923.2794149051 1841.9471208096363 0.3256354085047021 270.496321261747 5.161655801575731e-08 3.339859928437489e-08 1.2132695987502876e-07 0.7995573542332873 1.8816080529197667e-07 1.2249379114411688e-07 2.509275283641273e-06 1.3612664550978284e-08 2.2424311561164733e-24 1.6847531198491385e-18 3.322291145147978e-13 7.37713481743734e-13 2.781805499463946e-06 0.20043680967142208 1.062456708776243e-11 1.7519406757286984e-17 1.605324865528939e-12 1.0094122467360502e-08 9.254231435461707e-14 4.081168460313397e-09 2.0656837992264415e-10 1.5600957580749562e-25 4.0236030867383164e-18 6.057785061624625e-19 4.548977628819651e-13 2.9867459795972756e-12 6.436068959170798e-12 5.16844627811229e-24 6.681478115812354e-22 1.568281576920145e-25 0.0 0.0
1.9390471702463973e-05 186923.4457667468 1841.9338452383583 0.3256376820727177 270.49443268490774 1.0188477685391024e-07 3.8103475154224586e-08 1.938366604342893e-07 0.7995555047001022 3.354880133418353e-07 3.3785711455879864e-07 3.972269391752734e-06 3.1754023004356666e-08 1.1002635711403713e-23 5.805946879702741e-18 1.0038935181750542e-12 2.1048339348433276e-12 4.753961059017222e-06 0.200434693443709 4.3238681401555e-11 1.0218668316199029e-16 5.288657818112791e-12 2.8075487232270934e-08 3.1426379968461087e-13 7.93635049212623e-09 5.984390667627148e-10 1.606802322308967e-24 2.5489581115752468e-17 4.217746663870614e-18 2.2859849631929903e-12 1.1446084637256444e-11 2.57153300443139e-11 5.797357366378076e-23 5.338388961309318e-21 1.958671189775095e-24 0.0 0.0
2.654824469483832e-05 186923.6102802566 1841.92068486993 0.3256399305467072 270.4925649787724 1.570102639083481e-07 3.930746444917299e-08 2.418542467108073e-07 0.7995536000903284 4.579740644476423e-07 6.591046523799095e-07 5.4312672167974126e-06 5.6715145658361955e-08 3.057507182612687e-23 1.2205032430424092e-17 2.08831485581613e-12 4.0724354340164106e-12 6.89375793817515e-06 0.20043239191562104 1.1397693302180379e-10 3.58026222601777e-16 1.1949459534788672e-11 5.725389076754673e-08 6.745754042869763e-13 1.2262137610023138e-08 1.2483486792701763e-09 8.261106111042197e-24 9.845046370564644e-17 1.6767112086860215e-17 7.319998667587018e-12 2.952078865492062e-11 6.907800797484139e-11 3.176111797274346e-22 2.3675993215571697e-20 1.1892651721044499e-23 0.0 0.0
3.785022195294177e-05 186923.8668169238 1841.900100215589 0.3256434368010841 270.48965254255324 2.4724643265951676e-07 3.90997156780713e-08 2.7904839736886766e-07 0.799550529654522 5.847889688538181e-07 1.3310130483901653e-06 7.72729801337742e-06 1.0841673531132954e-07 9.43608314225231e-23 2.4043438492856575e-17 4.480179325756048e-12 7.839682011412845e-12 1.048618302060463e-05 0.20042851559404398 3.3324741501312433e-10 1.5029556312553633e-15 2.9187195454518874e-11 1.2840958609022738e-07 1.4183198105768988e-12 1.9682138156450223e-08 2.85731310598022e-09 5.312922567941658e-23 4.975325284553372e-16 8.196959421940804e-17 2.8551660443843286e-11 8.674444692921793e-11 2.1659336296820864e-10 2.2471490404070237e-21 1.3317235814245874e-19 9.938176689270133e-23 0.0 0.0
4.915207788504659e-05 186924.12071532023 1841.8796612452823 0.3256469070713685 270.48677005792626 3.370071076474041e-07 3.960441721450415e-08 2.921804449722898e-07 0.7995474128148484 6.436573718837276e-07 2.129600915456631e-06 1.0014573686471401e-05 1.7292371636506683e-07 1.621336550200119e-22 3.9924262027907664e-17 7.428139289858036e-12 1.1780054745817858e-11 1.4206860642967547e-05 0.2004244838069843 7.195786731020686e-10 4.3445317743103716e-15 5.4975992821932203e-11 2.32674686357728e-07 2.2209805315551777e-12 2.7480075113236e-08 5.240296181785253e-09 2.0134248850681909e-22 1.6927888240215907e-15 2.6507368432525686e-16 7.916130112730292e-11 1.9109627205224298e-10 5.08558593800233e-10 9.279868726548145e-21 4.817061109816602e-19 4.553782867889924e-22 0.0 0.0
