VARIABLES = "X" "Pressure" "Temperature" "Density" "Velocity" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "H2O2" "C" "CH" "CH2" "CH2(S)" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH2OH" "CH3O" "CH3OH" "C2H" "C2H2" "C2H3" "C2H4" "C2H5" "C2H6" "HCCO" "CH2CO" "HCCOH" "N" "NH" "NH2" "NH3" "NNH" "NO" "NO2" "N2O" "HNO" "CN" "HCN" "H2CN" "HCNN" "HCNO" "HOCN" "HNCO" "NCO" "N2" "AR" "C3H7" "C3H8" "CH2CHO" "CH3CHO" 
0.0 186919.7763948249 1841.948448642616 0.3256296899800083 270.498796993354 0.0 0.0 0.0 0.7995602143954822 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.20043978560451778 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.905632525132047e-07 186919.79928756173 1841.9465834645637 0.3256300028528562 270.49853709184544 9.189904523042179e-10 5.899688213206082e-09 3.2318483800124648e-09 0.7995600494010733 3.86327091036933e-09 3.909249062828962e-10 1.6255873760705667e-07 1.1341239815763739e-10 7.733288720827427e-22 -1.1713385484960622e-15 1.0131785712891051e-15 -7.10933029393818e-17 1.7980054096069377e-07 0.20043959366909078 9.346053105802334e-15 3.3226170946494995e-16 6.396834692777456e-15 9.362926656681156e-11 1.4008399899342265e-16 5.825365277748517e-11 5.139505155320168e-13 5.6728158422095745e-43 1.7809851889428386e-29 6.58141058399175e-22 1.4719875319664886e-15 3.1290795791708528e-15 4.666498105597037e-15 1.8125597198440544e-35 7.587389240226152e-25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.7721222515641767e-24 3.132529255153427e-23 0.0 1.1746206883200162e-22
1.581125743359542e-06 186919.82224474783 1841.9447140858936 0.32563031660713054 270.49827645864303 2.6739852126529495e-09 1.1173920889505463e-08 9.20999585102704e-09 0.7995598776358164 1.1175514416995178e-08 1.4378642518762528e-09 3.2512636803150233e-07 3.388406442757141e-10 1.9886392664828895e-21 -9.578571854778468e-16 3.702010895930042e-15 -1.6654070414611733e-15 3.6685801697726055e-07 0.20043939390654447 5.593989331765075e-14 1.465887607090471e-15 1.737411355335458e-14 2.9222873828205335e-10 7.132117267986156e-16 1.689879618136564e-10 1.7966107690547254e-12 6.324196254063539e-29 6.922538182616942e-21 1.879306507112601e-21 2.9004861330081773e-15 1.6075653802929658e-14 2.4066063229448967e-14 3.3412854020873853e-28 1.505912647975399e-23 5.5471532749274464e-30 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.2899414247423694e-23 3.7577079728696607e-22 9.880056897930315e-23 1.663761123427558e-21
3.1622491989759047e-06 186919.86826040538 1841.9409687417972 0.3256309455011557 270.49775404284617 7.690938403085108e-09 2.0595316654557417e-08 2.567782765825917e-08 0.7995595218439739 3.1907865354779456e-08 5.353651528135325e-09 6.502662982260198e-07 1.0109711244060887e-09 -9.691610708053483e-22 3.315695427053137e-15 1.464998202194173e-14 -1.1902487313135315e-14 7.549983803797069e-07 0.2004389792419075 3.231318657075224e-13 7.005927076042256e-15 4.856528347630577e-14 9.234433697628041e-10 3.907551442526939e-15 4.823683531403214e-10 6.454176625023721e-12 4.182426196855656e-28 5.252606560940247e-20 3.914399614823795e-21 5.698888355984906e-15 8.348161595104034e-14 1.255193577284506e-13 3.2006098606731103e-27 9.762188878666832e-23 5.669565841962263e-29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.904757531228672e-22 4.50621438625965e-21 1.4004032777890568e-21 2.4349049397010093e-20
4.743369596914321e-06 186919.9144238106 1841.937213810491 0.32563157641688106 270.49722994967135 1.5391036421969735e-08 2.8010806766050873e-08 4.917903241843045e-08 0.7995591440939327 6.331508602248396e-08 1.3915749080382517e-08 9.753918881436488e-07 2.1200983448257686e-09 -7.094252392001943e-20 1.3668528579792246e-14 3.965229486525782e-14 -2.7050261219489736e-14 1.1702167820243072e-06 0.2004385353233984 1.1075443274040123e-12 2.3095126783122205e-14 9.959915087244521e-14 2.073040864315553e-09 1.4024036620309854e-14 9.507187832550018e-10 1.64758589229636e-11 1.99839655005377e-27 2.433467300939938e-19 6.422824118925242e-21 1.144995142134397e-14 2.676258033023679e-13 4.0469194040916056e-13 2.1838544039980464e-26 4.1898172001341235e-22 4.008746907396224e-28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.325307737405794e-21 2.705663494152982e-20 1.1518259966951011e-20 1.7491546270610925e-19
6.3244869297534185e-06 186919.96063928702 1841.9334555606258 0.32563220804671145 270.49670526533345 2.5191356321265834e-08 3.3857829624667184e-08 7.638400926640456e-08 0.7995587489028712 1.0255038812057806e-07 2.8834414026905126e-08 1.3004593364751914e-06 3.6552408586271718e-09 -1.3804213755016095e-19 2.862195974654421e-14 8.441546548036501e-14 -5.1852966968100185e-14 1.6105844539935691e-06 0.2004380641844172 2.8084387513971684e-12 5.932556630157062e-14 1.844598340186133e-13 3.829324316397453e-09 3.699799731611695e-14 1.5276951629193222e-09 3.3870942681359446e-11 1.0324400063417074e-26 7.034926363777176e-19 1.140526830529509e-20 2.6303631659724998e-14 6.40678329698988e-13 9.751911432077486e-13 1.3409917707518692e-25 2.2494960219228593e-21 2.5792022080711375e-27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.17162615991253e-21 1.0754418497908547e-19 4.271895059501902e-20 7.86922545742628e-19
8.956369161778949e-06 186920.03749364754 1841.9272047512839 0.3256332584255238 270.49583273772555 4.495411152307809e-08 4.1018923063622805e-08 1.2419634787274953e-07 0.7995580617442629 1.7848887021475857e-07 7.084734973972157e-08 1.8413256546594854e-06 7.1238275807362434e-09 -9.429639387650676e-19 6.446589388652629e-14 2.155521599253511e-13 -1.0699760548077692e-12 2.3938483783949217e-06 0.20043722541095585 1.0657085334980127e-11 2.0634142709678474e-13 3.2001641093675403e-13 8.279851519800662e-09 1.1402587453049429e-13 2.6630640867304035e-09 8.290322351903169e-11 6.870854689671278e-26 3.1122765764902174e-18 9.778579563175632e-21 9.626661640334215e-14 1.9259342408282235e-12 2.969614294857902e-12 1.2700783510919913e-24 1.4859252784252827e-20 2.521476118923894e-26 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.635988293229715e-20 6.703182012561277e-19 2.8798028700092357e-19 5.5014710724625455e-18
1.1588242919798888e-05 186920.1140908067 1841.9209709695872 0.32563430529586773 270.49496313012946 6.789221621241282e-08 4.581796851649301e-08 1.706882104765667e-07 0.7995573466947571 2.6112793798106537e-07 1.3654240498186332e-07 2.3818020522439316e-06 1.1695113038144873e-08 -1.745722854761048e-18 1.1483193415272912e-13 4.3199702151429107e-13 -7.95164708427898e-14 3.2333038323825637e-06 0.20043632545289422 2.1406100752211328e-11 5.234171856049448e-13 3.9538438938939844e-13 1.4820307043380428e-08 2.516574469191362e-13 3.967220901137991e-09 1.605389147550947e-10 3.342365202398537e-25 9.130346323300745e-18 -2.672542402203579e-21 2.682718868292397e-13 4.386847633019643e-12 6.846954153769501e-12 6.413885247167606e-24 7.963210422453369e-20 1.5239079953011846e-25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.1121138923900146e-19 2.5433956415294292e-18 9.902151877075688e-19 2.167672226160056e-17
1.422010823797776e-05 186920.19029589446 1841.9147629358715 0.32563534681436346 270.494097973721 9.293688319219345e-08 4.905704445654272e-08 2.1244928568733177e-07 0.7995566119720064 3.4429000290418144e-07 2.2710144383901534e-07 2.921802730081357e-06 1.7322651591228227e-08 -2.443580030299584e-18 1.8065558387496373e-13 7.488772682232806e-13 5.214580216897629e-12 4.121227357009677e-06 0.20043537246581658 3.3477342513043996e-11 1.095612061919335e-12 5.235236551297105e-13 2.364556061289147e-08 4.681027708469539e-13 5.3945121182769035e-09 2.70460907331053e-10 1.3522266256595948e-24 2.1238959798458134e-17 2.525662445561831e-20 6.189123366047815e-13 8.496816696218052e-12 1.3420016784183435e-11 2.3450215290411466e-23 3.038396079388756e-19 6.281021284051493e-25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.105083994688297e-19 7.440554549079981e-18 2.47087074829182e-18 6.358753400349913e-17
1.701269288191597e-05 186920.27065810596 1841.9082082165517 0.3256364451567703 270.4931856214858 1.2104572071925406e-07 5.1365391750023236e-08 2.504227189791577e-07 0.7995558167237885 4.2863089374995027e-07 3.498525545818403e-07 3.4942069389053434e-06 2.4398554489326585e-08 -3.794182884615839e-18 2.683064964501864e-13 1.200986171185268e-12 1.3909796390230791e-11 5.108447803618335e-06 0.20043431166952783 5.268555683280071e-11 2.0903218918829286e-12 7.241391402355262e-13 3.5679859559045746e-08 7.918280129353447e-13 7.018194589481703e-09 4.254701087692551e-10 4.4110408780385105e-24 4.5702835046031873e-17 1.6935003765815058e-19 1.303910030613826e-12 1.523773138040813e-11 2.436976818386287e-11 7.212729383540539e-23 9.164135241164057e-19 2.1139163223449284e-24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5679110552327607e-18 1.93504689594198e-17 5.597219304275752e-18 1.616147169181388e-16
